Nr obwodu,Komitet wyborczy,Kandydat,Liczba głosów
2,KWW KUKIZ'15,TAMUĆ Wojciech,20
2,KWW KUKIZ'15,BEDNARZ Artur Wojciech,7
2,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,5
2,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,3
2,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,1
2,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,116
2,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,64
2,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,5
2,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,9
2,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,3
2,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,7
2,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,10
2,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,5
2,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,1
2,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,2
2,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,1
2,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,0
2,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,18
2,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,5
2,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,10
2,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,21
2,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,5
2,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,1
2,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,2
2,KWW LEWICA,KRETKOWSKA Katarzyna Maria,56
2,KWW LEWICA,SZLINDER Maciej Karol,12
2,KWW LEWICA,ŁAZARZ Maria,1
2,KWW LEWICA,KRZYWOSZ Marian,0
2,KWW LEWICA,CZUBAŁA Małgorzata Maria,0
2,KWW LEWICA,MAJEWSKI Dawid,4
2,KWW LEWICA,ROHDE Wojciech Marian,3
2,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,126
2,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,18
2,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,5
2,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,5
2,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,6
2,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,1
2,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,9
3,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,91
3,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,45
3,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,24
3,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,13
3,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,4
3,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,20
3,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,6
3,KWW KUKIZ'15,TAMUĆ Wojciech,11
3,KWW KUKIZ'15,BEDNARZ Artur Wojciech,3
3,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,0
3,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,8
3,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,0
3,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,51
3,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,44
3,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,3
3,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,1
3,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,4
3,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,4
3,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,8
3,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,3
3,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,5
3,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,0
3,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,0
3,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,2
3,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,11
3,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,3
3,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,4
3,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,12
3,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,1
3,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,2
3,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,3
3,KWW LEWICA,KRETKOWSKA Katarzyna Maria,50
3,KWW LEWICA,SZLINDER Maciej Karol,5
3,KWW LEWICA,ŁAZARZ Maria,2
3,KWW LEWICA,KRZYWOSZ Marian,0
3,KWW LEWICA,CZUBAŁA Małgorzata Maria,5
3,KWW LEWICA,MAJEWSKI Dawid,5
3,KWW LEWICA,ROHDE Wojciech Marian,1
3,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,68
3,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,9
3,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,3
3,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,4
3,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,3
3,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,1
3,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,4
4,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,100
4,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,47
4,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,15
4,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,12
4,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,10
4,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,38
4,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,15
4,KWW KUKIZ'15,TAMUĆ Wojciech,7
4,KWW KUKIZ'15,BEDNARZ Artur Wojciech,4
4,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,1
4,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,4
4,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,0
4,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,69
4,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,41
4,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,5
4,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,3
4,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,3
4,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,6
4,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,4
4,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,2
4,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,4
4,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,0
4,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,5
4,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,1
4,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,5
4,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,2
4,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,6
4,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,11
4,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,4
4,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,3
4,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,4
4,KWW LEWICA,KRETKOWSKA Katarzyna Maria,58
4,KWW LEWICA,SZLINDER Maciej Karol,6
4,KWW LEWICA,ŁAZARZ Maria,2
4,KWW LEWICA,KRZYWOSZ Marian,0
4,KWW LEWICA,CZUBAŁA Małgorzata Maria,1
4,KWW LEWICA,MAJEWSKI Dawid,4
4,KWW LEWICA,ROHDE Wojciech Marian,0
4,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,78
4,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,18
4,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,1
4,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,7
4,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,3
4,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,1
4,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,1
5,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,148
5,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,110
5,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,21
5,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,21
5,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,7
5,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,33
5,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,13
5,KWW KUKIZ'15,TAMUĆ Wojciech,16
5,KWW KUKIZ'15,BEDNARZ Artur Wojciech,4
5,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,6
5,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,1
5,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,1
5,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,68
5,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,55
5,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,2
5,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,2
5,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,1
5,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,3
5,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,7
5,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,2
5,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,7
5,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,1
5,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,0
5,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,1
5,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,18
5,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,2
5,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,6
5,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,12
5,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,5
5,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,4
5,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,6
5,KWW LEWICA,KRETKOWSKA Katarzyna Maria,82
5,KWW LEWICA,SZLINDER Maciej Karol,11
5,KWW LEWICA,ŁAZARZ Maria,1
5,KWW LEWICA,KRZYWOSZ Marian,5
5,KWW LEWICA,CZUBAŁA Małgorzata Maria,2
5,KWW LEWICA,MAJEWSKI Dawid,2
5,KWW LEWICA,ROHDE Wojciech Marian,3
5,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,133
5,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,23
5,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,3
5,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,2
5,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,3
5,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,2
5,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,6
6,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,106
6,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,92
6,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,24
6,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,14
6,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,14
6,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,31
6,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,12
6,KWW KUKIZ'15,TAMUĆ Wojciech,7
6,KWW KUKIZ'15,BEDNARZ Artur Wojciech,5
6,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,2
6,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,3
6,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,1
6,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,97
6,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,57
6,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,3
6,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,1
6,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,1
6,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,3
6,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,8
6,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,4
6,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,4
6,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,2
6,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,2
6,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,1
6,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,7
6,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,2
6,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,9
6,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,30
6,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,3
6,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,0
6,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,4
6,KWW LEWICA,KRETKOWSKA Katarzyna Maria,55
6,KWW LEWICA,SZLINDER Maciej Karol,4
6,KWW LEWICA,ŁAZARZ Maria,7
6,KWW LEWICA,KRZYWOSZ Marian,0
6,KWW LEWICA,CZUBAŁA Małgorzata Maria,2
6,KWW LEWICA,MAJEWSKI Dawid,0
6,KWW LEWICA,ROHDE Wojciech Marian,6
6,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,102
6,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,11
6,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,4
6,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,0
6,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,3
6,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,3
6,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,6
7,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,101
7,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,85
7,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,19
7,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,22
7,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,14
7,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,36
7,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,15
7,KWW KUKIZ'15,TAMUĆ Wojciech,10
7,KWW KUKIZ'15,BEDNARZ Artur Wojciech,4
7,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,3
7,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,6
7,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,5
7,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,68
7,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,43
7,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,5
7,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,2
7,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,7
7,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,6
7,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,4
7,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,4
7,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,7
7,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,3
7,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,0
7,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,0
7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,15
7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,10
7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,3
7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,5
7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,2
7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,1
7,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,5
7,KWW LEWICA,KRETKOWSKA Katarzyna Maria,76
7,KWW LEWICA,SZLINDER Maciej Karol,3
7,KWW LEWICA,ŁAZARZ Maria,2
7,KWW LEWICA,KRZYWOSZ Marian,1
7,KWW LEWICA,CZUBAŁA Małgorzata Maria,2
7,KWW LEWICA,MAJEWSKI Dawid,4
7,KWW LEWICA,ROHDE Wojciech Marian,2
7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,78
7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,5
7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,5
7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,4
7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,5
7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,2
7,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,9
8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,137
8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,112
8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,11
8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,21
8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,16
8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,49
8,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,17
8,KWW KUKIZ'15,TAMUĆ Wojciech,7
8,KWW KUKIZ'15,BEDNARZ Artur Wojciech,3
8,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,7
8,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,4
8,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,7
8,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,68
8,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,61
8,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,6
8,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,6
8,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,5
8,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,4
8,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,8
8,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,8
8,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,7
8,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,1
8,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,2
8,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,1
8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,20
8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,7
8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,2
8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,10
8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,2
8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,1
8,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,1
8,KWW LEWICA,KRETKOWSKA Katarzyna Maria,63
8,KWW LEWICA,SZLINDER Maciej Karol,10
8,KWW LEWICA,ŁAZARZ Maria,3
8,KWW LEWICA,KRZYWOSZ Marian,0
8,KWW LEWICA,CZUBAŁA Małgorzata Maria,2
8,KWW LEWICA,MAJEWSKI Dawid,2
8,KWW LEWICA,ROHDE Wojciech Marian,2
