Nr obwodu,Komitet wyborczy,Kandydat,Liczba głosów
222,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,2
222,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,3
222,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,0
222,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,4
222,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,15
223,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,244
223,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,180
223,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,25
223,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,26
223,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,13
223,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,68
223,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,12
223,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,21
223,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,5
223,KWW KUKIZ'15,KRYGIER Piotr Łukasz,3
223,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,2
223,KWW KUKIZ'15,PAWLAK Rafał,1
223,KWW KUKIZ'15,BRUCH Jarosław Damian,0
223,KWW KUKIZ'15,BIELAWSKA Karolina Maria,4
223,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,89
223,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,57
223,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,83
223,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,13
223,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,6
223,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,4
223,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,4
223,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,10
223,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,16
223,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,0
223,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,1
223,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,5
223,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,2
223,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,2
223,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,70
223,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,40
223,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,2
223,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,0
223,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,0
223,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,4
223,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,27
223,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,9
223,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,28
223,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,3
223,KWW LEWICA,CZECHANOWSKI Przemysław,18
223,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,1
223,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,1
223,KWW LEWICA,WESOŁOWSKI Wojciech,0
223,KWW LEWICA,GMEREK Krzysztof,3
223,KWW LEWICA,MARCINIAK Patryk Piotr,3
223,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,22
223,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,30
223,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,5
223,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,2
223,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,2
223,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,1
223,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,0
223,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,16
224,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,7
224,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,7
224,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,2
224,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,2
224,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,2
224,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,2
224,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,0
224,KWW KUKIZ'15,TAMUĆ Wojciech,1
224,KWW KUKIZ'15,BEDNARZ Artur Wojciech,1
224,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,0
224,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,0
224,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,0
224,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,2
224,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,7
224,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,0
224,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,0
224,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,1
224,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,1
224,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,1
224,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,2
224,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,0
224,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,0
224,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,0
224,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,0
224,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,0
224,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,1
224,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,0
224,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,0
224,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,0
224,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,0
224,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,1
224,KWW LEWICA,KRETKOWSKA Katarzyna Maria,3
224,KWW LEWICA,SZLINDER Maciej Karol,1
224,KWW LEWICA,ŁAZARZ Maria,0
224,KWW LEWICA,KRZYWOSZ Marian,0
224,KWW LEWICA,CZUBAŁA Małgorzata Maria,1
224,KWW LEWICA,MAJEWSKI Dawid,1
224,KWW LEWICA,ROHDE Wojciech Marian,0
224,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,1
224,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,1
224,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,1
224,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,1
224,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,1
224,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,0
224,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,0
225,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,5
225,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,6
225,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,0
225,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,0
225,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,1
225,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,1
225,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,3
225,KWW KUKIZ'15,TAMUĆ Wojciech,0
225,KWW KUKIZ'15,BEDNARZ Artur Wojciech,0
225,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,0
225,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,0
225,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,0
225,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,5
225,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,6
225,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,0
225,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,1
225,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,0
225,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,0
225,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,0
225,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,0
225,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,2
225,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,0
225,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,0
225,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,0
225,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,0
225,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,0
225,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,0
225,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,0
225,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,0
225,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,0
225,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,0
225,KWW LEWICA,KRETKOWSKA Katarzyna Maria,3
225,KWW LEWICA,SZLINDER Maciej Karol,1
225,KWW LEWICA,ŁAZARZ Maria,0
225,KWW LEWICA,KRZYWOSZ Marian,0
225,KWW LEWICA,CZUBAŁA Małgorzata Maria,0
225,KWW LEWICA,MAJEWSKI Dawid,0
225,KWW LEWICA,ROHDE Wojciech Marian,0
225,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,0
225,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,0
225,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,0
225,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,0
225,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,0
225,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,0
225,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,1
226,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,0
226,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,0
226,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,1
226,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,0
226,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,0
226,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,0
226,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,0
226,KWW KUKIZ'15,TAMUĆ Wojciech,0
226,KWW KUKIZ'15,BEDNARZ Artur Wojciech,0
226,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,0
226,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,0
226,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,0
226,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,0
226,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,12
226,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,0
226,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,1
226,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,0
226,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,1
226,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,0
226,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,0
226,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,0
226,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,1
226,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,0
226,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,0
226,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,0
226,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,0
226,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,0
226,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,0
226,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,0
226,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,0
226,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,0
226,KWW LEWICA,KRETKOWSKA Katarzyna Maria,2
226,KWW LEWICA,SZLINDER Maciej Karol,0
226,KWW LEWICA,ŁAZARZ Maria,0
226,KWW LEWICA,KRZYWOSZ Marian,1
226,KWW LEWICA,CZUBAŁA Małgorzata Maria,0
226,KWW LEWICA,MAJEWSKI Dawid,0
226,KWW LEWICA,ROHDE Wojciech Marian,0
226,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,1
226,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,0
226,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,0
226,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,0
226,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,0
226,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,0
226,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,0
227,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,1
227,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,0
227,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,0
227,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,0
227,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,1
227,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,0
227,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,0
227,KWW KUKIZ'15,TAMUĆ Wojciech,0
227,KWW KUKIZ'15,BEDNARZ Artur Wojciech,0
227,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,0
227,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,0
227,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,0
227,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,1
227,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,0
227,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,0
227,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,0
227,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,0
227,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,0
227,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,0
227,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,0
227,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,0
227,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,0
227,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,0
227,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,0
227,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,0
227,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,1
227,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,0
227,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,0
227,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,0
227,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,0
227,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,0
227,KWW LEWICA,KRETKOWSKA Katarzyna Maria,0
227,KWW LEWICA,SZLINDER Maciej Karol,0
227,KWW LEWICA,ŁAZARZ Maria,0
227,KWW LEWICA,KRZYWOSZ Marian,0
227,KWW LEWICA,CZUBAŁA Małgorzata Maria,0
227,KWW LEWICA,MAJEWSKI Dawid,0
227,KWW LEWICA,ROHDE Wojciech Marian,0
227,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,0
227,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,0
227,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,0
227,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,0
227,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,0
227,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,0
227,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,0
228,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,0
228,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,0
228,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,1
228,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,0
228,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,0
228,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,1
228,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,1
228,KWW KUKIZ'15,TAMUĆ Wojciech,0
228,KWW KUKIZ'15,BEDNARZ Artur Wojciech,0
228,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,0
228,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,0
228,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,0
228,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,4
228,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,0
228,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,0
228,KW PRAWO I SPRAWIEDLIWOŚĆ,GORZELAŃCZYK Stanisław Bogdan,1
228,KW PRAWO I SPRAWIEDLIWOŚĆ,PRZYBYŁA Adrian,0
228,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMCZEWSKA Agnieszka,0
228,KW PRAWO I SPRAWIEDLIWOŚĆ,ROLEWSKI Jarosław Jan,0
228,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KOWALCZYK Mirosław Zbigniew,0
228,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KULECZKA Agnieszka Marzena,0
228,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKI Piotr Zbigniew,0
228,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Elżbieta Anna,0
228,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRZESZCZYŃSKA Magdalena,0
228,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŚKOWIAK Wojciech Tadeusz,1
228,KWW JAROSŁAWA PUCKA DOBRO MIASTA,KACZMAREK Bartosz Piotr,0
228,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WOŹNIAK Mariusz Roman,0
228,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BABICZ Adam Franciszek,0
228,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RÓŻYCKA Aleksandra,0
228,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAKUBOWSKA Hanna Maria,0
228,KWW JAROSŁAWA PUCKA DOBRO MIASTA,CHODOROWSKA Anna Barbara,0
228,KWW LEWICA,KRETKOWSKA Katarzyna Maria,1
228,KWW LEWICA,SZLINDER Maciej Karol,1
228,KWW LEWICA,ŁAZARZ Maria,0
228,KWW LEWICA,KRZYWOSZ Marian,0
228,KWW LEWICA,CZUBAŁA Małgorzata Maria,0
228,KWW LEWICA,MAJEWSKI Dawid,0
228,KWW LEWICA,ROHDE Wojciech Marian,0
228,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BONK-HAMMERMEISTER Dorota Magdalena,0
228,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KLUK Arkadiusz,0
228,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOŁTYSIAK-ŁUCZAK Aleksandra Marta,0
228,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,JANOWSKI Andrzej Piotr,0
228,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ŁODZIAK Dorota,0
228,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SCHMIDT Filip Maria,0
228,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GARCZARCZYK Magdalena Anna,1
229,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KIERZEK-KOPERSKA Katarzyna Renata,0
229,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MIKUŁA Łukasz Michał,0
229,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KUCHARCZYK Jakub Piotr,0
229,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,OLSZAK Filip Marian,0
229,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,URBAŃSKA Wiesława Danuta,0
229,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MAZUREK Marta,0
229,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,MICHALAK-PIETKIEWICZ Agnieszka Małgorzata,0
229,KWW KUKIZ'15,TAMUĆ Wojciech,0
229,KWW KUKIZ'15,BEDNARZ Artur Wojciech,0
229,KWW KUKIZ'15,FRANKOWSKI Mariusz Piotr,0
229,KWW KUKIZ'15,MICHALCZEWSKA Karolina Anna,0
229,KWW KUKIZ'15,FOREMSKA Patrycja Joanna,0
229,KW PRAWO I SPRAWIEDLIWOŚĆ,SULANOWSKI Jan Henryk,1
229,KW PRAWO I SPRAWIEDLIWOŚĆ,DUDZIAK Lidia Danuta,0
229,KW PRAWO I SPRAWIEDLIWOŚĆ,RAJEWICZ-SZYBA Iwona,0
